ID	baseMean	log2FoldChange	padj	Label	Level
LRRC19	2.9	0.3	1	-	NoDiff
NCMAP	2.8	0	1	-	NoDiff
FOXD4L1	3	-0.2	1	-	NoDiff
C6orf58	5.8	-0.3	1	-	NoDiff
PIWIL3	1.2	0.3	1	-	NoDiff
TAFA3	1.3	2.7	1	-	NoDiff
FAM167A-AS1	1.2	-1.3	1	-	NoDiff
KCNH7	1	0.2	1	-	NoDiff
RPL7P26	1.1	0.5	1	-	NoDiff
SPDYE12P	3.2	0	1	-	NoDiff
FOXD4L4	0.6	-0.7	1	-	NoDiff
OR7E14P	0.7	-1.2	1	-	NoDiff
CLDN6	2.3	-0.2	1	-	NoDiff
OR51M1	2.8	1.1	1	-	NoDiff
APOBR	1.7	0.2	1	-	NoDiff
FAM110C	1.4	1.1	1	-	NoDiff
MGAT4EP	1.6	0	1	-	NoDiff
DRD1	0.8	1	1	-	NoDiff
SRY	1.9	0	1	-	NoDiff
TCEAL2	5.7	0.2	1	-	NoDiff
AMYH02020865.1	0.8	-1.6	1	-	NoDiff
LCN12	1	-0.2	1	-	NoDiff
MUC6	3.2	0	1	-	NoDiff
CHRM5	1.6	0.2	1	-	NoDiff
SLC2A3P2	1.2	0.4	1	-	NoDiff
SGCZ	0.8	3	1	-	NoDiff
EFCAB10	4.1	0.2	1	-	NoDiff
AC000068.1	1.9	0.2	1	-	NoDiff
ANO9	4.5	1.3	1	-	NoDiff
MYADML2	2.5	-0.2	1	-	NoDiff
HIST1H2BL	0.6	2.6	1	-	NoDiff
INPP5J	3.6	1.1	1	-	NoDiff
MIXL1	3.2	0	1	-	NoDiff
LINC00482	1.1	0.7	1	-	NoDiff
GOLGA8DP	0.5	-0.1	1	-	NoDiff
LINC00313	0.5	1.4	1	-	NoDiff
MC2R	1.4	0.2	1	-	NoDiff
NOTUM	1.3	0.2	1	-	NoDiff
C12orf56	5	2.1	1	-	NoDiff
SCN10A	0.8	-2.2	1	-	NoDiff
HS6ST3	3.9	-4	1	-	NoDiff
OR2V1	2.3	0.5	1	-	NoDiff
OR7A17	4.8	-0.3	1	-	NoDiff
LINC00158	3.2	-0.5	1	-	NoDiff
IFNLR1	4.2	-1	1	-	NoDiff
SV2B	1.7	0.5	1	-	NoDiff
FAM131C	3.7	-0.9	1	-	NoDiff
SPATA45	1.8	0	1	-	NoDiff
AC139530.1	3.1	-0.3	1	-	NoDiff
DLK1	1.7	-0.7	1	-	NoDiff
PDIA2	1.3	-0.4	1	-	NoDiff
AC034236.1	2.5	-0.6	1	-	NoDiff
SYN3	3.8	1.3	1	-	NoDiff
SNAI3	5.8	0.8	1	-	NoDiff
LYG2	0.9	-1.2	1	-	NoDiff
MORN5	1	0	1	-	NoDiff
ADARB2	1.8	0.5	1	-	NoDiff
SRL	4.2	1.3	1	-	NoDiff
NAT8L	2.4	-0.2	1	-	NoDiff
NPAP1	2.5	-0.7	1	-	NoDiff
RPL12P4	2.2	-0.4	1	-	NoDiff
HDHD5-AS1	2.7	2.2	1	-	NoDiff
CCDC190	4	-1.8	1	-	NoDiff
TMPRSS11B	1.8	1.1	1	-	NoDiff
RTN4RL1	1.4	0	1	-	NoDiff
CALHM1	2.3	-0.2	1	-	NoDiff
C7orf61	5.4	0.5	1	-	NoDiff
FAM186A	2.4	-1.4	1	-	NoDiff
SLITRK2	1.4	-0.1	1	-	NoDiff
PLK5	5.8	0.5	1	-	NoDiff
AC012085.1	12.3	-2.6	1	-	NoDiff
AGBL4	1.9	-0.2	1	-	NoDiff
LRRC70	2.4	-0.9	1	-	NoDiff
TEX38	0.7	0.9	1	-	NoDiff
OR9M1P	1	0.6	1	-	NoDiff
UBL4B	1.5	-1.2	1	-	NoDiff
FFAR4	4.1	-0.5	1	-	NoDiff
SAPCD2	4.8	-0.6	1	-	NoDiff
SOWAHB	2.8	0	1	-	NoDiff
LINC02610	2.8	-1	1	-	NoDiff
BTLA	1	2.2	1	-	NoDiff
GABRA5	1.1	-0.9	1	-	NoDiff
RGS9BP	2.2	1.8	1	-	NoDiff
SLC36A3	4.3	-1.2	1	-	NoDiff
MINAR2	0.8	0.3	1	-	NoDiff
LINC00643	4.7	0.5	1	-	NoDiff
CD300E	0.7	-0.2	1	-	NoDiff
SPATA12	0.6	1.5	1	-	NoDiff
TMPRSS12	1.1	0.1	1	-	NoDiff
FAM228A	3.3	0.5	1	-	NoDiff
RGS7BP	1.3	0.2	1	-	NoDiff
ANKRD20A5P	5.4	0.4	1	-	NoDiff
CLCNKA	4.8	-0.8	1	-	NoDiff
ARHGAP30	4.3	0.5	1	-	NoDiff
CYP4F8	4	-0.1	1	-	NoDiff
HPDL	4.3	-0.3	1	-	NoDiff
PDE2A	2.7	-0.2	1	-	NoDiff
CARMIL3	3.7	-1.4	1	-	NoDiff
PRG2	0.9	3.3	1	-	NoDiff
CYP27C1	5.9	0.2	1	-	NoDiff
CFAP73	0.7	-1	1	-	NoDiff
ZNF732	1.7	0	1	-	NoDiff
TNFRSF4	1.1	1.1	1	-	NoDiff
LINC00846	1.8	0.2	1	-	NoDiff
ERCC6L	5.2	0.3	1	-	NoDiff
TNFRSF18	1	0	1	-	NoDiff
C1QL4	1.3	-1	1	-	NoDiff
P2RY4	0.8	-0.6	1	-	NoDiff
LINC01551	1.6	1.5	1	-	NoDiff
FAM183A	1.2	0	1	-	NoDiff
EMID1	4.5	1.5	1	-	NoDiff
ESPN	1	-1.9	1	-	NoDiff
PNLIPRP1	1.7	0.9	1	-	NoDiff
TMPRSS6	2.1	0.1	1	-	NoDiff
CYP4A11	2.2	-0.7	1	-	NoDiff
LILRA5	1	-1.7	1	-	NoDiff
SLIT1	3.3	0.7	1	-	NoDiff
SPATA21	3.1	0.2	1	-	NoDiff
LCE2A	3.1	0.4	1	-	NoDiff
LCE2C	0.6	1.4	1	-	NoDiff
AC100800.1	0.8	-2.3	1	-	NoDiff
FAM9C	5.7	1.1	1	-	NoDiff
LUZP2	1.7	0.8	1	-	NoDiff
KCNJ11	1.9	2.7	1	-	NoDiff
PRR27	1.6	-1	1	-	NoDiff
AGMO	1.3	0.9	1	-	NoDiff
CYP26C1	2.3	-0.3	1	-	NoDiff
TLR5	5.9	-0.1	1	-	NoDiff
NANOS3	5.9	0.5	1	-	NoDiff
ZNF385C	2.8	-0.5	1	-	NoDiff
PERM1	3.4	0.4	1	-	NoDiff
TMSB4XP8	1.4	-0.3	1	-	NoDiff
HAPLN4	2.2	-0.1	1	-	NoDiff
ERC2	1.3	2	1	-	NoDiff
KRT18P59	1.8	0.5	1	-	NoDiff
KBTBD12	4.5	0.2	1	-	NoDiff
DNAJB13	2.6	-2.1	1	-	NoDiff
GABRD	2	-0.6	1	-	NoDiff
C9orf153	0.9	0.9	1	-	NoDiff
FAM205C	0.6	0.5	1	-	NoDiff
P2RX2	2.1	1.9	1	-	NoDiff
OR6C75	1.2	-0.8	1	-	NoDiff
PALM3	5.4	0.6	1	-	NoDiff
GFRAL	0.9	2.1	1	-	NoDiff
FYB2	3.9	0	1	-	NoDiff
SHISA7	1.1	0.8	1	-	NoDiff
AC097382.1	3.3	1.1	1	-	NoDiff
DMBT1	0.6	-0.8	1	-	NoDiff
CLEC17A	1.9	-0.7	1	-	NoDiff
C2orf66	2	2.6	1	-	NoDiff
HS6ST1P1	0.8	2	1	-	NoDiff
PLA2G2C	2.1	0.4	1	-	NoDiff
C17orf99	3	1.8	1	-	NoDiff
SNHG28	1.5	4	1	-	NoDiff
C19orf67	0.8	1	1	-	NoDiff
NRN1L	0.4	2.2	1	-	NoDiff
NWD1	2.5	0.1	1	-	NoDiff
WNT7B	1.7	-0.1	1	-	NoDiff
PLA2G4E	0.6	-1.8	1	-	NoDiff
MESP2	4.8	-0.2	1	-	NoDiff
OR2AG2	2.7	1	1	-	NoDiff
FAM166A	1.6	1.3	1	-	NoDiff
POTEE	1	-0.5	1	-	NoDiff
PEAK3	2.2	0.6	1	-	NoDiff
SBK1	5.1	0.9	1	-	NoDiff
SLC38A3	1.4	1.9	1	-	NoDiff
AC092171.1	3.4	0.4	1	-	NoDiff
GPR21	0.7	-1.1	1	-	NoDiff
TCTEX1D4	4.2	0.4	1	-	NoDiff
SELL	3.9	1	1	-	NoDiff
INSC	2.8	0	1	-	NoDiff
SERPINA5	5.9	-0.3	1	-	NoDiff
NCCRP1	2.8	0.3	1	-	NoDiff
KRTDAP	0.7	-0.1	1	-	NoDiff
NKAIN2	4.9	-1.4	1	-	NoDiff
PAQR9	1.7	2.2	1	-	NoDiff
LINC00319	1	1.8	1	-	NoDiff
C2orf80	2.1	1.5	1	-	NoDiff
IDO2	2.1	1.1	1	-	NoDiff
CYP51A1-AS1	3.1	0.6	1	-	NoDiff
ZBED6CL	5.3	0.9	1	-	NoDiff
OSTN	3.6	0.2	1	-	NoDiff
VWC2	0.9	0.6	1	-	NoDiff
TMSB4XP2	1.2	0.1	1	-	NoDiff
OPTC	1.6	1	1	-	NoDiff
CALHM6	1.3	-0.6	1	-	NoDiff
CNR2	6.2	-0.1	1	-	NoDiff
ENTPD8	1	2.4	1	-	NoDiff
FAM78B	5.8	-0.8	1	-	NoDiff
TMC3	6	1.8	1	-	NoDiff
CFAP126	0.6	0.3	1	-	NoDiff
C9orf152	1.5	-0.8	1	-	NoDiff
MSANTD1	3.8	-0.5	1	-	NoDiff
DHFRP1	3.6	5.2	1	-	NoDiff
LIPI	0.9	0.2	1	-	NoDiff
RNF222	1.8	1.7	1	-	NoDiff
RIMKLBP1	0.8	0.1	1	-	NoDiff
SP6	1.9	1.7	1	-	NoDiff
CRYM-AS1	6.1	0.6	1	-	NoDiff
AC069277.1	1.2	0.7	1	-	NoDiff
TRIM64B	0.6	-3	1	-	NoDiff
DRICH1	2.9	0.7	1	-	NoDiff
GJB5	0.7	0.7	1	-	NoDiff
ALKAL2	4.8	-1.7	1	-	NoDiff
ANKRD62P1-PARP4P3	0.7	-0.7	1	-	NoDiff
AC073349.1	0.9	2.1	1	-	NoDiff
S100A14	1.9	0.5	1	-	NoDiff
ALG1L	1.8	-2.6	1	-	NoDiff
OTUD6A	0.6	0.8	1	-	NoDiff
NCR1	1.5	-0.6	1	-	NoDiff
OR2L13	1.2	0.5	1	-	NoDiff
MYBPC1	0.9	0.1	1	-	NoDiff
SPOCK3	1.7	1.8	1	-	NoDiff
ZNF676	1.5	0.1	1	-	NoDiff
OR8A1	5.5	-1	1	-	NoDiff
HLA-DRB1	0.8	-0.5	1	-	NoDiff
VN1R2	2.5	0.5	1	-	NoDiff
C8orf86	3	1.8	1	-	NoDiff
KIF19	1.2	-1.2	1	-	NoDiff
RPS2P4	1.2	1.2	1	-	NoDiff
OR10J1	2.9	0	1	-	NoDiff
SIRPB2	2.2	0.8	1	-	NoDiff
RYR1	5.2	2.8	1	-	NoDiff
LINC00615	0.7	-2.1	1	-	NoDiff
SFTA2	0.6	0.8	1	-	NoDiff
GRM7	1.8	-0.3	1	-	NoDiff
AC146944.1	1.7	-4.3	1	-	NoDiff
STK31	4.5	0	1	-	NoDiff
CGB7	2.4	1.1	1	-	NoDiff
CPNE4	0.8	1.5	1	-	NoDiff
C9orf163	2.7	-0.3	1	-	NoDiff
SLC35F1	2.2	2.4	1	-	NoDiff
NOXO1	1.9	-0.5	1	-	NoDiff
S100A5	2.2	-1.1	1	-	NoDiff
C20orf204	5.6	-0.1	1	-	NoDiff
ASMT	1.1	-1.9	1	-	NoDiff
ESRRG	4	0	1	-	NoDiff
OR9K1P	1.6	0.8	1	-	NoDiff
CCDC196	0.8	1.2	1	-	NoDiff
AL096700.1	3.7	0.2	1	-	NoDiff
AL138767.1	3.2	0.3	1	-	NoDiff
MBD3L2B	1.1	-3.7	1	-	NoDiff
SLC22A25	3	0.5	1	-	NoDiff
UGT2B15	1.1	0.3	1	-	NoDiff
LUADT1	1.5	0	1	-	NoDiff
TLR7	1.6	0.6	1	-	NoDiff
FAM180B	2.7	2.4	1	-	NoDiff
HSH2D	4.3	1.9	1	-	NoDiff
HLA-DQA1	1	0.5	1	-	NoDiff
HIST1H2AI	3.7	0.2	1	-	NoDiff
OR52K1	4.7	0.1	1	-	NoDiff
AC008758.1	5.4	-6	1	-	NoDiff
OR11G2	1.5	0.1	1	-	NoDiff
POTEI	4.6	0.1	1	-	NoDiff
PATE2	2.2	-0.3	1	-	NoDiff
TOMM20L	0.7	-1.2	1	-	NoDiff
RGPD4	0.7	2.9	1	-	NoDiff
HIST1H2AD	0.6	0.2	1	-	NoDiff
GPRACR	1.3	-0.8	1	-	NoDiff
NPSR1-AS1	0.6	-0.1	1	-	NoDiff
SLC6A17	3.7	0	1	-	NoDiff
AC107956.1	3.7	-0.1	1	-	NoDiff
FAM110D	2.5	0.1	1	-	NoDiff
TPSB2	0.7	0.5	1	-	NoDiff
EIF4BP6	5.7	-0.3	1	-	NoDiff
C6orf141	1.9	-0.4	1	-	NoDiff
RF00017	2.3	1.8	1	-	NoDiff
BNIP3P1	4.9	-0.6	1	-	NoDiff
ZNF860	5	-0.2	1	-	NoDiff
CYP2B6	1.1	-0.1	1	-	NoDiff
DCHS2	3	0.5	1	-	NoDiff
OR51D1	1.1	-1.3	1	-	NoDiff
OGDHL	1.3	-1.4	1	-	NoDiff
CYP2F1	1.6	0.3	1	-	NoDiff
AC003975.1	2.4	-0.1	1	-	NoDiff
ZNF695	5	0	1	-	NoDiff
ADAM3A	0.7	-0.8	1	-	NoDiff
GZMM	0.8	0.6	1	-	NoDiff
AL359955.1	1.3	0.3	1	-	NoDiff
GPX1P1	1.4	-0.3	1	-	NoDiff
KCNMB2	0.4	2	1	-	NoDiff
AC068051.1	0.7	1.8	1	-	NoDiff
DMBX1	1.1	0	1	-	NoDiff
MPEG1	0.9	-1.6	1	-	NoDiff
AC007952.1	1.5	-1.2	1	-	NoDiff
AL157838.1	5.8	0.2	1	-	NoDiff
C14orf178	3.4	0.1	1	-	NoDiff
PTMAP2	2.2	1.4	1	-	NoDiff
CFAP43	3.5	0.3	1	-	NoDiff
STPG3	4.3	-0.5	1	-	NoDiff
AC011450.1	4.1	1.1	1	-	NoDiff
ADAMTSL2	1.9	0	1	-	NoDiff
PRB3	1	-0.2	1	-	NoDiff
OR7E13P	2.7	-0.5	1	-	NoDiff
MEIG1	5.4	0.5	1	-	NoDiff
IFNA1	0.7	0.5	1	-	NoDiff
CYYR1-AS1	5.6	1.1	1	-	NoDiff
AADACL2	0.7	1.4	1	-	NoDiff
ELOVL2	5.3	0.7	1	-	NoDiff
FCGR1B	2.3	0	1	-	NoDiff
SULT1C4	5	1.6	1	-	NoDiff
CYP2A7	2.6	-0.2	1	-	NoDiff
ZNF849P	0.7	0.8	1	-	NoDiff
CLEC4C	0.5	-0.6	1	-	NoDiff
AC092143.1	4.5	5.5	1	-	NoDiff
AFDN-DT	1.2	-1.1	1	-	NoDiff
CSF2RA	6	-0.1	1	-	NoDiff
FKBP1C	1.1	-0.5	1	-	NoDiff
BMS1P9	4.9	-1.4	1	-	NoDiff
TMEM239	2.5	0.8	1	-	NoDiff
MYL4	3	1.1	1	-	NoDiff
MT1F	3.2	-1.8	1	-	NoDiff
NRARP	0.8	0.6	1	-	NoDiff
LINC02692	1.3	-2.2	1	-	NoDiff
B3GNT6	1.5	0.1	1	-	NoDiff
CNGA1	1.2	-0.6	1	-	NoDiff
PLN	7.3	-1.6	1	-	NoDiff
C20orf203	2.3	1.5	1	-	NoDiff
KCNRG	6.1	0.3	1	-	NoDiff
AC133561.1	2.4	-1.4	1	-	NoDiff
RD3	1.4	0.4	1	-	NoDiff
ARC	3	0.9	1	-	NoDiff
C3orf35	3	0.1	1	-	NoDiff
RYR2	1.8	-0.6	1	-	NoDiff
ZNF534	0.9	-0.1	1	-	NoDiff
TAT	3	0.6	1	-	NoDiff
ABHD17AP1	1.1	0.8	1	-	NoDiff
AC135895.1	2.4	-2	1	-	NoDiff
LINC01565	1	-1.1	1	-	NoDiff
TEX45	1.5	0.8	1	-	NoDiff
SMOC1	78.5	-1.3	1	-	NoDiff
F5	2.3	2.4	1	-	NoDiff
SYCP1	1.5	1.2	1	-	NoDiff
RCSD1	5.6	-0.1	1	-	NoDiff
FAM169A	3.3	0.3	1	-	NoDiff
GRIN3A	4.9	0	1	-	NoDiff
PAX9	2.2	0.2	1	-	NoDiff
SUCNR1	0.9	1.3	1	-	NoDiff
ARHGEF15	1	-0.7	1	-	NoDiff
HSD3BP5	1.5	0.5	1	-	NoDiff
MTND4LP30	1.7	1.5	1	-	NoDiff
ASB12	2.2	-0.1	1	-	NoDiff
L1CAM	5.1	0.9	1	-	NoDiff
NOS1AP	5.9	0	1	-	NoDiff
OR10Z1	0.9	0	1	-	NoDiff
MIR103A2	0.8	-2.4	1	-	NoDiff
MIR369	0.6	0.5	1	-	NoDiff
MIR210	5	-0.9	1	-	NoDiff
MIR324	1.2	-0.5	1	-	NoDiff
MIR30C2	1.2	-0.6	1	-	NoDiff
MIR302C	0.6	0.2	1	-	NoDiff
MIR409	0.6	0.5	1	-	NoDiff
MIR450A1	0.9	1	1	-	NoDiff
MIRLET7D	2.4	-1.6	1	-	NoDiff
MIRLET7I	0.5	-0.5	1	-	NoDiff
SNORA60	2.1	0.2	1	-	NoDiff
RNU4-82P	0.6	0.4	1	-	NoDiff
RF00019	1.8	1.4	1	-	NoDiff
RF00019	4.9	0.9	1	-	NoDiff
RF00019	0.8	-0.3	1	-	NoDiff
SNORA31	3	0.3	1	-	NoDiff
RN7SKP173	0.6	0	1	-	NoDiff
RN7SKP74	2.5	-0.2	1	-	NoDiff
SNORD104	4.7	-0.9	1	-	NoDiff
RNA5SP383	1.5	-1.1	1	-	NoDiff
RNU5B-2P	0.5	0.5	1	-	NoDiff
RNU6-403P	0.7	1.8	1	-	NoDiff
SNORA73B	3	0.7	1	-	NoDiff
RF00019	1.1	1	1	-	NoDiff
RF00156	0.6	-0.8	1	-	NoDiff
RNU6-529P	1.2	0	1	-	NoDiff
SNORD114-10	0.9	1	1	-	NoDiff
RF00019	1.5	3.9	1	-	NoDiff
RNU6-485P	0.8	1.2	1	-	NoDiff
SNORA33	5.9	-0.2	1	-	NoDiff
RNU6-137P	0.6	0	1	-	NoDiff
RF00019	0.8	-1.3	1	-	NoDiff
RF00012	1.3	0.6	1	-	NoDiff
RF00019	1.3	-2.1	1	-	NoDiff
RF00019	1	-1.7	1	-	NoDiff
SNORD14E	1.1	-0.1	1	-	NoDiff
SNORD46	0.6	-2	1	-	NoDiff
RN7SKP87	0.9	1.3	1	-	NoDiff
RF00284	0.5	0.5	1	-	NoDiff
RN7SKP224	0.7	1.9	1	-	NoDiff
RF00019	0.6	0.2	1	-	NoDiff
RF00019	1.6	0.4	1	-	NoDiff
RF00019	3.9	-0.1	1	-	NoDiff
SNORA65	4	0.5	1	-	NoDiff
RF00019	0.5	-0.6	1	-	NoDiff
SNORA63C	0.8	-0.2	1	-	NoDiff
RF00019	0.8	0.1	1	-	NoDiff
SNORA55	0.8	0.9	1	-	NoDiff
RNA5SP78	0.8	-0.7	1	-	NoDiff
RNU6-312P	3.9	0.6	1	-	NoDiff
SNORA16B	0.5	-1.6	1	-	NoDiff
RF00019	0.6	2.6	1	-	NoDiff
RNU6-343P	1.3	-0.4	1	-	NoDiff
RN7SKP239	1.5	2.3	1	-	NoDiff
SNORD113-3	1.1	0.4	1	-	NoDiff
SNORA5C	2.6	-0.8	1	-	NoDiff
RNU6-915P	0.8	0.1	1	-	NoDiff
RF00019	0.5	-0.7	1	-	NoDiff
RF00019	0.7	2	1	-	NoDiff
SNORA23	0.6	0.8	1	-	NoDiff
RNU1-36P	1.8	-1	1	-	NoDiff
SNORD38A	1.3	-1.5	1	-	NoDiff
RN7SKP80	1.6	-0.3	1	-	NoDiff
RF00019	1.8	0	1	-	NoDiff
SNORD6	1.3	-0.7	1	-	NoDiff
RNY3	2	2.3	1	-	NoDiff
RNU6-652P	0.9	-1.7	1	-	NoDiff
RF00019	0.8	2.2	1	-	NoDiff
RNY4P10	1.6	1.2	1	-	NoDiff
RNA5SP283	1.3	1.5	1	-	NoDiff
RNU6-395P	0.8	-1.1	1	-	NoDiff
RF00019	1.7	-0.8	1	-	NoDiff
RNU4-2	0.6	2.6	1	-	NoDiff
MIR421	1.6	0.6	1	-	NoDiff
AL137845.1	1.7	-0.7	1	-	NoDiff
AL157414.1	1.6	-1.9	1	-	NoDiff
AL590705.1	3.5	-0.6	1	-	NoDiff
AL022323.1	2	0.1	1	-	NoDiff
RF00017	4	-0.2	1	-	NoDiff
TDRKH-AS1	4.3	0.3	1	-	NoDiff
AL626787.1	1	-0.9	1	-	NoDiff
CARNMT1-AS1	1.8	0.2	1	-	NoDiff
AL445248.1	1.9	-0.7	1	-	NoDiff
AC012358.1	5.3	0.3	1	-	NoDiff
POLH-AS1	4.6	0.2	1	-	NoDiff
AC012454.1	1	0	1	-	NoDiff
AL390760.1	0.8	2.1	1	-	NoDiff
AC074019.1	1.2	0.8	1	-	NoDiff
AC015969.1	3.2	0.5	1	-	NoDiff
BTBD7P1	2.6	1.1	1	-	NoDiff
AL353740.1	0.8	2.1	1	-	NoDiff
E2F3P2	2.9	-0.1	1	-	NoDiff
RF00017	1.8	0.6	1	-	NoDiff
AC022080.1	1.9	-0.3	1	-	NoDiff
LINC00449	2.9	0.2	1	-	NoDiff
AC004988.1	3.5	0.4	1	-	NoDiff
AL354956.1	1.6	-1.4	1	-	NoDiff
AC009163.1	1.7	-0.1	1	-	NoDiff
HMGB1P39	1.1	-0.4	1	-	NoDiff
AL139390.1	2.2	-0.5	1	-	NoDiff
RBMS3-AS2	3.7	0.1	1	-	NoDiff
Z99756.1	2	-1.2	1	-	NoDiff
AC104772.1	2.7	1.3	1	-	NoDiff
AL450313.1	1.9	-0.9	1	-	NoDiff
RF00017	2.6	-0.3	1	-	NoDiff
OR1F2P	0.7	-0.9	1	-	NoDiff
LINC02408	0.9	-0.5	1	-	NoDiff
IGBP1-AS1	1.9	0.9	1	-	NoDiff
AC005342.1	3.7	-0.8	1	-	NoDiff
LINC00970	6	-0.4	1	-	NoDiff
AC096543.1	2.6	-1.4	1	-	NoDiff
AC012456.1	0.7	-2.3	1	-	NoDiff
LINC00501	2.1	-0.2	1	-	NoDiff
LINC01285	5.2	1	1	-	NoDiff
IBA57-DT	3.5	0.8	1	-	NoDiff
CAPN8	1.3	2.8	1	-	NoDiff
SERTAD4-AS1	4.2	-0.1	1	-	NoDiff
CR1	1.3	1.1	1	-	NoDiff
C6orf99	1.1	0	1	-	NoDiff
LINC00862	1.1	-1.1	1	-	NoDiff
TEDDM1	0.8	0.9	1	-	NoDiff
ECT2L	3.6	0.7	1	-	NoDiff
OR6K3	1.1	-0.7	1	-	NoDiff
KPRP	1.6	0.1	1	-	NoDiff
LINC00222	1.8	0	1	-	NoDiff
LIN28B-AS1	1.8	-0.5	1	-	NoDiff
HIST2H3A	4	0.3	1	-	NoDiff
RBM20	4	-0.1	1	-	NoDiff
LDLRAD1	0.7	-0.2	1	-	NoDiff
IFIT1B	0.8	0.6	1	-	NoDiff
TRPC5OS	0.8	1.3	1	-	NoDiff
RPA4	1.4	0	1	-	NoDiff
NEU4	0.6	-1.5	1	-	NoDiff
AL162293.1	2.2	1.1	1	-	NoDiff
NAP1L6	2.4	0	1	-	NoDiff
C2orf72	3.3	0.1	1	-	NoDiff
GGTA1P	4.6	-0.5	1	-	NoDiff
LRRC37A5P	6.2	0.1	1	-	NoDiff
NPY4R	3.6	0.6	1	-	NoDiff
GDF5OS	2.7	0.2	1	-	NoDiff
GGNBP1	1.1	-1.9	1	-	NoDiff
AP000911.1	3.7	1.8	1	-	NoDiff
HLA-DOA	2.5	-0.1	1	-	NoDiff
HNRNPCP2	0.9	0	1	-	NoDiff
LINC01993	3.4	0.3	1	-	NoDiff
TNRC6C-AS1	5.7	-0.8	1	-	NoDiff
SMIM5	4.7	-0.3	1	-	NoDiff
SP5	4.6	2.4	1	-	NoDiff
NXPE2	1.6	1.2	1	-	NoDiff
AL590644.1	2.5	0.7	1	-	NoDiff
PKP4-AS1	5.1	-0.1	1	-	NoDiff
SLC44A4	1.5	0	1	-	NoDiff
CASP12	4.2	-0.9	1	-	NoDiff
MPIG6B	2.4	-0.5	1	-	NoDiff
AL662899.1	0.6	2.7	1	-	NoDiff
C9orf170	3.8	0.3	1	-	NoDiff
LST1	2.3	-2.5	1	-	NoDiff
AADACL4	5.5	-1.5	1	-	NoDiff
PSORS1C3	0.7	-1	1	-	NoDiff
PSORS1C2	1.7	-0.3	1	-	NoDiff
CDSN	1.7	0.2	1	-	NoDiff
KRTAP5-11	6	0.3	1	-	NoDiff
KRTAP5-10	0.9	-0.2	1	-	NoDiff
LILRB3	5.8	-0.1	1	-	NoDiff
FLJ45513	0.8	1.3	1	-	NoDiff
AC115618.1	6.1	-0.2	1	-	NoDiff
DISP3	2.2	-0.3	1	-	NoDiff
HCG9	0.5	-1.6	1	-	NoDiff
ASPDH	3.9	0	1	-	NoDiff
MOG	2.3	0.2	1	-	NoDiff
OR2H2	1.4	-1.7	1	-	NoDiff
CBY3	2.8	1.3	1	-	NoDiff
C5orf60	2.4	1.2	1	-	NoDiff
AC010624.1	3.4	1.2	1	-	NoDiff
FAM153CP	1.7	-0.5	1	-	NoDiff
OR11A1	1.7	0.4	1	-	NoDiff
OR2J2	0.6	-0.9	1	-	NoDiff
LINC01951	3.4	-0.1	1	-	NoDiff
CBWD4P	1.8	-2.2	1	-	NoDiff
FOXD4L5	2.3	0.2	1	-	NoDiff
AL163540.1	2.3	-1.9	1	-	NoDiff
ST8SIA6-AS1	1.9	0.2	1	-	NoDiff
IGFL4	5.5	-0.1	1	-	NoDiff
GPR20	3.6	2.7	1	-	NoDiff
LINC01545	2	-0.6	1	-	NoDiff
SPINK9	4.1	1.4	1	-	NoDiff
AC007389.1	2.7	0.3	1	-	NoDiff
FAM221B	2.8	1	1	-	NoDiff
PCDHA9	3.6	-0.7	1	-	NoDiff
PCDHA8	2.3	0	1	-	NoDiff
PCDHA7	4.8	0.3	1	-	NoDiff
PCDHA5	1.4	-1.6	1	-	NoDiff
PCDHA2	1.5	0.3	1	-	NoDiff
PCDHA1	1	0.1	1	-	NoDiff
AARD	3.6	0	1	-	NoDiff
LINC02397	1.5	-0.5	1	-	NoDiff
SYCE1L	5.1	-0.6	1	-	NoDiff
C2orf91	4.3	-1.9	1	-	NoDiff
AC044839.1	4.1	0	1	-	NoDiff
FAM205A	3.2	1.2	1	-	NoDiff
CDKL4	6.1	-0.8	1	-	NoDiff
TMEM88B	0.5	1.4	1	-	NoDiff
ARID3C	2.8	-0.3	1	-	NoDiff
REXO1L1P	1	3.4	1	-	NoDiff
C11orf91	0.7	1.3	1	-	NoDiff
CCDC144NL	0.6	-0.4	1	-	NoDiff
TTLL10-AS1	0.8	0.5	1	-	NoDiff
OR7E36P	0.9	-0.3	1	-	NoDiff
LINC01602	2.2	-0.9	1	-	NoDiff
SAP25	0.8	-2.4	1	-	NoDiff
LINC01460	5.7	-0.1	1	-	NoDiff
MT1H	1	-2.6	1	-	NoDiff
MT1A	3.6	-0.6	1	-	NoDiff
AC007608.1	2.4	-1.7	1	-	NoDiff
KRT81	1.6	-2.4	1	-	NoDiff
EXOC3L4	2.6	0.6	1	-	NoDiff
AL034376.1	0.9	2.3	1	-	NoDiff
TP53TG3C	0.6	2.6	1	-	NoDiff
SPDYE18	6.1	0.3	1	-	NoDiff
CALML3-AS1	2.9	0	1	-	NoDiff
AC013472.1	4.5	0.9	1	-	NoDiff
C9orf92	1.1	-1.2	1	-	NoDiff
LINC01597	1.7	0.2	1	-	NoDiff
AP001042.1	1	1	1	-	NoDiff
AL591499.1	2.3	-0.2	1	-	NoDiff
